activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,65000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,216,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7844,17.11,72800,166,2343,2828,23
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163567100,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,25000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3721,28.92,72800,89,896,1189,55
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163567100,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,25000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3721,28.92,72800,89,896,1189,55
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7844,17.11,72800,166,2343,2828,23
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163589402,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,55000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3646,31.35,72800,127,741,907,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163589402,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,95000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3646,31.35,72800,127,741,907,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163589402,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,95000.0,NA,8.65,NA,2,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3646,31.35,72800,127,741,907,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,75000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,216,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7844,17.11,72800,166,2343,2828,23
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,55000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7844,17.11,72800,166,2343,2828,23
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,55000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7844,17.11,72800,166,2343,2828,23
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,135000.0,NA,8.7,NA,2,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7844,17.11,72800,166,2343,2828,23
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,65000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,216,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7844,17.11,72800,166,2343,2828,23
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163589402,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,65000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3646,31.35,72800,127,741,907,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163589402,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3646,31.35,72800,127,741,907,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,45000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,65000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,35000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,85000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,216,NA,NA,2,2,2,2,95000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,35000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163588400,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,55000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5722,40.44,72800,152,1851,2026,44
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,25000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,25000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,7.9,NA,3,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,45000,2,2,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,6.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,7.9,NA,3,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,55000,2,3,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,55000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,25000.0,NA,6.9,NA,2,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,65000.0,NA,6.9,NA,2,NA,NA,NA,NA,NA,216,NA,NA,2,2,2,2,115000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,75000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,216,NA,NA,2,2,2,2,85000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,65000.0,NA,8.54,NA,2,NA,NA,NA,NA,NA,216,NA,NA,2,2,2,2,75000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,35000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,35000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,25000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,25000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,85000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,95000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,8.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,55000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,65000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,45000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,45000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300XQVJ1XBNFA5536,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,55000.0,NA,7.9,NA,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163502600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,3,2,1,1,1,2,2,2,75000.0,75.0,4.5,1.236,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,95000,1,3,3,5,2,NA,180,45,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,3,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,3321,98.58,72800,31,870,1763,67
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163568200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,75000.0,75.0,5.125,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,95000,1,3,3,5,1,NA,241,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,3,2,,,,,10,,,,3838,23.35,72800,115,1234,1608,57
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163567800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,205000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,143,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,<25,No,No,1,3,1,,,,,10,,,,4992,37.54,72800,115,1120,1332,53
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163587000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,2,0,2,1,1,1,2,2,2,105000.0,83.4,4.625,1.225,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,61,42,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,3,4,2,5,2,4,45-54,9999,No,NA,1,3,1,,,,,10,,,,4008,29.59,72800,113,1052,1445,42
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163563800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,1,1,2,2,2,275000.0,96.19,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,80,44,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,8888,No,NA,1,3,1,,,,,3,,,,2954,24.61,72800,158,774,919,44
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163585600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,2,31,1,2,2,2,165000.0,93.38,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,24,>60%,3,1,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,3,1,,,,,1,,,,3948,85.39,72800,108,730,1135,24
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163533800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,5,0,2,1,32,1,2,2,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,2,NA,35,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,3,2,,,,,10,,,,1921,97.55,72800,67,392,1396,0
2022,549300DD4R4SYK5RAQ92,19804,MI,26163,26163513700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,2 or more minority races,Female,2,0,2,1,1,1,2,2,2,275000.0,97.0,5.0,0.374,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,86,30%-<36%,1,10,3,,,,,5,,,,,2,4,1,3,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,3,2,,,,,10,,,,2982,97.59,72800,124,935,1568,23
