debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,derived_sex,applicant_ethnicity-1,derived_race,co-applicant_ethnicity-1,applicant_sex_observed,action_taken,purchaser_type,preapproval,tract_minority_population_percent,loan_type,loan_purpose,tract_population,income,ffiec_msa_md_median_family_income,tract_median_age_of_housing_units,applicant_age,applicant_age_above_62,co-applicant_age_above_62,loan_amount,action_taken_final
,9,9,Joint,1.0,White,1.0,2,6,1,2,24.06,1,1,3541,158.0,72800,43,45-54,No,No,285000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,1,2,17.0,1,1,2088,96.0,72800,47,25-34,No,No,215000.0,Approved
,9,9,Female,2.0,White,5.0,2,6,1,2,30.13,1,1,6189,76.0,72800,24,25-34,No,,235000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,3,2,16.66,1,1,3577,76.0,72800,62,25-34,No,No,105000.0,Approved
,9,9,Male,3.0,Race Not Available,5.0,2,6,3,2,12.93,1,4,2220,97.0,72800,55,25-34,No,,195000.0,Approved
,9,9,Sex Not Available,3.0,Race Not Available,5.0,2,6,1,2,85.39,1,1,3948,123.0,72800,24,35-44,No,,325000.0,Approved
,9,9,Sex Not Available,3.0,Race Not Available,3.0,2,6,1,2,46.1,1,1,7688,130.0,72800,15,55-64,No,No,395000.0,Approved
,9,9,Male,2.0,White,2.0,2,6,3,2,43.8,1,32,4489,135.0,72800,70,25-34,No,No,85000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,12.62,1,1,3399,274.0,72800,57,55-64,No,,245000.0,Approved
,9,9,Sex Not Available,2.0,White,5.0,2,6,3,2,57.93,1,32,4478,112.0,72800,37,35-44,No,,325000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,22.6,1,1,6023,91.0,72800,37,35-44,No,,215000.0,Approved
,9,9,Male,2.0,Asian,5.0,2,6,3,2,50.19,1,1,8340,325.0,72800,15,45-54,No,,545000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,3,2,34.43,1,1,6122,211.0,72800,15,45-54,No,No,455000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,3,2,30.13,1,1,6189,118.0,72800,24,25-34,No,No,165000.0,Approved
,9,9,Sex Not Available,3.0,Race Not Available,3.0,2,6,3,2,50.19,1,1,8340,234.0,72800,15,35-44,No,No,455000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,12.47,1,1,7106,42.0,72800,57,25-34,No,,115000.0,Approved
,9,9,Sex Not Available,3.0,Race Not Available,5.0,2,6,3,2,11.9,1,1,4321,136.0,72800,46,25-34,No,,285000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,3,2,18.06,1,1,4702,108.0,72800,74,25-34,No,No,475000.0,Approved
,9,9,Female,2.0,White,5.0,2,6,3,2,10.88,1,1,3427,110.0,72800,48,45-54,No,,335000.0,Approved
,9,9,Female,2.0,Asian,5.0,2,6,1,2,46.1,1,1,7688,125.0,72800,15,25-34,No,,525000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,19.27,1,1,3649,89.0,72800,62,35-44,No,,215000.0,Approved
,9,9,Male,2.0,Race Not Available,5.0,2,6,1,2,98.31,1,1,1416,91.0,72800,78,45-54,No,,45000.0,Approved
,9,9,Joint,3.0,Race Not Available,3.0,2,6,3,2,8.31,1,1,2793,321.0,72800,58,25-34,No,No,515000.0,Approved
,9,9,Joint,2.0,Asian,2.0,2,6,1,2,97.78,1,1,2430,231.0,72800,67,45-54,No,No,55000.0,Approved
,9,9,Female,2.0,White,5.0,2,6,3,2,11.49,1,32,4056,42.0,72800,54,45-54,No,,185000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,18.93,1,32,2383,125.0,72800,66,45-54,No,,135000.0,Approved
,9,9,Joint,2.0,Joint,2.0,2,6,3,2,47.07,1,1,4697,100.0,72800,67,<25,No,No,165000.0,Approved
,9,9,Female,2.0,White,5.0,2,6,1,2,16.67,1,1,2405,95.0,72800,47,55-64,No,,235000.0,Approved
,9,9,Female,2.0,Asian,5.0,2,6,3,2,97.14,1,1,3078,209.0,72800,76,35-44,No,,115000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,43.8,1,4,4489,129.0,72800,70,45-54,No,,85000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,34.78,1,4,6408,52.0,72800,64,35-44,No,,75000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,19.77,1,4,2747,53.0,72800,61,35-44,No,,105000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,23.03,1,1,7337,103.0,72800,22,25-34,No,,265000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,34.43,1,1,6122,140.0,72800,15,35-44,No,,315000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,22.43,1,1,5305,114.0,72800,43,35-44,No,,225000.0,Approved
,9,9,Joint,3.0,Race Not Available,3.0,2,6,3,2,14.29,1,1,2680,51.0,72800,44,45-54,No,No,145000.0,Approved
,9,9,Female,3.0,Black or African American,5.0,2,6,1,2,97.12,1,1,2709,61.0,72800,71,35-44,No,,45000.0,Approved
,9,9,Female,2.0,White,5.0,2,6,3,2,19.83,1,1,3686,46.0,72800,56,<25,No,,235000.0,Approved
,9,9,Joint,2.0,Asian,2.0,2,6,3,2,34.43,1,1,6122,96.0,72800,15,25-34,No,No,355000.0,Approved
,9,9,Joint,2.0,Joint,2.0,2,6,3,2,53.97,1,1,6452,218.0,72800,16,35-44,No,No,645000.0,Approved
,9,9,Male,2.0,White,2.0,2,6,3,2,23.92,1,1,3035,84.0,72800,60,25-34,No,No,285000.0,Approved
,9,9,Joint,3.0,Asian,3.0,2,6,3,2,17.18,1,1,7117,131.0,72800,27,45-54,No,No,535000.0,Approved
,9,9,Joint,3.0,White,3.0,2,6,3,2,10.23,1,1,3039,339.0,72800,45,35-44,No,No,305000.0,Approved
,9,9,Male,2.0,Black or African American,5.0,2,6,1,2,68.1,1,32,3611,77.0,72800,64,45-54,No,,135000.0,Approved
,9,9,Female,2.0,White,5.0,2,6,1,2,25.23,1,1,3774,118.0,72800,57,35-44,No,,135000.0,Approved
,9,9,Joint,2.0,Black or African American,2.0,2,6,1,2,57.06,1,1,7015,119.0,72800,26,25-34,No,No,265000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,3,2,17.11,1,1,7844,205.0,72800,23,55-64,No,No,375000.0,Approved
,9,9,Female,2.0,Black or African American,5.0,2,6,3,2,18.57,1,1,3759,44.0,72800,70,65-74,Yes,,215000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,1,2,10.52,1,1,3764,340.0,72800,65,55-64,No,No,435000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,34.43,1,1,6122,107.0,72800,15,25-34,No,,435000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,3,2,10.23,1,1,3039,95.0,72800,45,25-34,No,No,265000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,15.65,1,1,2818,80.0,72800,68,25-34,No,,225000.0,Approved
,9,9,Joint,3.0,Race Not Available,3.0,2,6,0,2,53.97,1,1,6452,330.0,72800,16,35-44,No,No,915000.0,Approved
,9,9,Female,2.0,White,5.0,2,6,1,2,14.84,1,1,3908,51.0,72800,67,35-44,No,,155000.0,Approved
,9,9,Sex Not Available,3.0,Race Not Available,3.0,2,6,3,2,82.05,1,1,1972,138.0,72800,0,55-64,Yes,No,335000.0,Approved
,9,9,Male,1.0,White,5.0,2,6,1,2,34.43,1,1,6122,65.0,72800,15,25-34,No,,255000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,22.6,1,1,6023,110.0,72800,37,25-34,No,,355000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,34.43,1,1,6122,133.0,72800,15,35-44,No,,415000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,3,2,88.78,1,1,1569,42.0,72800,0,55-64,Yes,,205000.0,Approved
,9,9,Female,2.0,Black or African American,5.0,2,6,3,2,23.92,1,32,3035,58.0,72800,60,65-74,Yes,,205000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,1,2,15.7,1,1,3497,53.0,72800,64,25-34,No,,195000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,3,2,19.0,1,1,5274,183.0,72800,29,45-54,No,No,295000.0,Approved
,9,9,Male,2.0,White,2.0,2,6,0,2,34.78,1,1,6408,95.0,72800,64,25-34,No,No,135000.0,Approved
,9,9,Male,3.0,Race Not Available,5.0,2,6,0,2,22.43,1,1,2474,72.0,72800,0,55-64,No,,185000.0,Approved
,9,9,Male,2.0,White,5.0,2,6,0,2,20.34,1,1,4184,54.0,72800,67,25-34,No,,165000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,0,2,66.35,1,1,2095,77.0,72800,55,25-34,No,No,165000.0,Approved
,9,9,Joint,2.0,White,2.0,2,6,0,2,11.46,1,1,3141,141.0,72800,64,45-54,No,No,95000.0,Approved
,9,9,Female,2.0,Race Not Available,5.0,2,6,0,2,20.34,1,1,4184,114.0,72800,67,45-54,No,,135000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,37.95,2,5,2287,,72800,18,8888,,,135000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,11.46,2,5,3141,,72800,64,8888,,,85000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,19.42,2,5,4614,,72800,67,8888,,,105000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,73.07,2,5,3402,,72800,65,8888,,,65000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,96.68,2,5,3944,,72800,72,8888,,,55000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,92.43,2,5,4056,,72800,71,8888,,,65000.0,Approved
44,2,10,Female,2.0,Black or African American,5.0,2,3,0,2,66.35,1,32,2095,33.0,72800,55,65-74,Yes,,95000.0,Denied
>60%,2,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.43,1,32,2165,24.0,72800,74,>74,Yes,,105000.0,Denied
,9,9,Joint,14.0,Joint,2.0,2,4,0,2,22.05,2,1,2562,73.0,72800,63,55-64,No,Yes,145000.0,Approved
,9,9,Joint,14.0,Joint,2.0,2,4,0,2,22.05,1,1,2562,73.0,72800,63,55-64,No,Yes,15000.0,Approved
<20%,2,10,Female,2.0,Black or African American,5.0,2,3,0,2,96.77,1,32,2475,98.0,72800,80,25-34,No,,125000.0,Denied
30%-<36%,2,10,Female,3.0,Race Not Available,5.0,2,3,0,2,33.64,1,32,5173,99.0,72800,66,45-54,No,,25000.0,Denied
,9,9,Joint,2.0,Asian,2.0,2,4,0,2,23.98,1,1,4350,373.0,72800,26,25-34,No,No,655000.0,Approved
,9,9,Female,2.0,Black or African American,5.0,2,4,0,2,98.94,2,32,2921,41.0,72800,65,55-64,No,,85000.0,Approved
30%-<36%,9,2,Sex Not Available,3.0,Race Not Available,3.0,2,3,0,2,17.12,1,31,3903,110.0,72800,44,35-44,No,No,125000.0,Denied
>60%,2,10,Female,,Race Not Available,5.0,2,3,0,2,15.08,1,32,2765,7.0,72800,67,35-44,No,,105000.0,Denied
,9,9,Sex Not Available,3.0,Race Not Available,5.0,2,4,0,2,18.57,1,1,3759,105.0,72800,70,<25,No,,295000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,96.77,2,5,2475,,72800,80,8888,,,5000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,5.0,3,1,0,2,25.86,1,31,2626,,72800,59,8888,,,7505000.0,Approved
50%-60%,3,10,Male,2.0,White,5.0,2,3,0,2,20.14,1,31,2056,81.0,72800,56,35-44,No,,185000.0,Denied
37,3,10,Female,2.0,Black or African American,5.0,2,1,1,2,97.47,1,32,3008,36.0,72800,72,>74,Yes,,75000.0,Approved
44,1,10,Male,2.0,White,5.0,2,1,1,2,22.91,1,32,4461,69.0,72800,58,55-64,No,,175000.0,Approved
20%-<30%,1,10,Male,3.0,Race Not Available,5.0,2,1,1,2,27.53,1,32,3640,37.0,72800,65,55-64,Yes,,85000.0,Approved
20%-<30%,2,10,Female,2.0,White,5.0,2,1,1,2,15.52,1,31,2732,70.0,72800,55,55-64,Yes,,125000.0,Approved
43,2,10,Male,2.0,Black or African American,5.0,2,1,1,2,88.95,1,32,2533,94.0,72800,62,45-54,No,,55000.0,Approved
20%-<30%,3,9,Joint,3.0,Race Not Available,3.0,2,1,3,2,34.43,1,31,6122,158.0,72800,15,45-54,No,No,305000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,22.91,1,32,4461,106.0,72800,58,35-44,No,,75000.0,Approved
30%-<36%,4,10,Male,2.0,White,5.0,2,3,0,2,10.99,1,31,3240,64.0,72800,52,35-44,No,,55000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,28.83,1,1,2511,35.0,72800,53,25-34,No,,35000.0,Denied
>60%,9,10,Female,1.0,White,5.0,2,3,0,2,0.0,1,1,0,0.0,72800,0,<25,No,,15000.0,Denied
50%-60%,4,10,Female,3.0,Black or African American,5.0,2,3,0,2,42.31,1,1,3912,48.0,72800,41,65-74,Yes,,75000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,50.77,1,1,3498,28.0,72800,25,55-64,Yes,,45000.0,Denied
44,4,10,Female,2.0,White,5.0,2,3,0,2,42.31,1,1,3912,35.0,72800,41,25-34,No,,35000.0,Denied
<20%,4,10,Male,1.0,White,5.0,2,3,0,2,17.17,1,1,6570,88.0,72800,35,25-34,No,,15000.0,Denied
41,4,9,Joint,2.0,White,1.0,2,3,0,2,63.09,1,1,2907,33.0,72800,30,25-34,No,No,55000.0,Denied
>60%,4,9,Joint,2.0,White,1.0,2,3,0,2,42.31,1,1,3912,57.0,72800,41,25-34,No,No,45000.0,Denied
20%-<30%,4,9,Female,2.0,White,2.0,2,3,0,2,31.35,1,1,3646,68.0,72800,42,35-44,No,No,25000.0,Denied
<20%,4,9,Joint,2.0,White,2.0,2,3,0,2,46.72,1,1,2044,88.0,72800,40,55-64,No,No,25000.0,Denied
20%-<30%,4,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,29.59,1,1,4008,72.0,72800,42,45-54,No,,35000.0,Denied
,9,9,Joint,3.0,White,3.0,2,3,0,2,11.33,1,1,7155,,72800,62,55-64,Yes,No,45000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,0.0,1,1,0,37.0,72800,0,25-34,No,,65000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,16.67,1,1,2405,43.0,72800,47,25-34,No,,85000.0,Denied
39,4,10,Male,2.0,White,5.0,2,3,0,2,29.71,1,1,5708,55.0,72800,38,35-44,No,,25000.0,Denied
>60%,4,10,Female,3.0,Black or African American,5.0,2,3,0,2,46.72,1,1,2044,46.0,72800,40,55-64,No,,115000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,46.72,1,1,2044,30.0,72800,40,55-64,No,,65000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,69.04,1,1,4955,36.0,72800,29,<25,No,,55000.0,Denied
37,4,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,49.0,72800,0,45-54,No,,115000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,19.32,1,4,2366,34.0,72800,23,65-74,Yes,,35000.0,Denied
>60%,4,10,Female,3.0,Black or African American,5.0,2,3,0,2,50.77,1,1,3498,33.0,72800,25,35-44,No,,115000.0,Denied
50%-60%,4,10,Male,1.0,White,5.0,2,3,0,2,16.67,1,1,2405,43.0,72800,47,45-54,No,,75000.0,Denied
50%-60%,9,10,Male,3.0,Black or African American,5.0,2,3,0,2,50.77,1,1,3498,36.0,72800,25,55-64,No,,115000.0,Denied
<20%,4,10,Male,2.0,White,5.0,2,3,0,2,0.0,1,1,0,12.0,72800,0,35-44,No,,5000.0,Denied
50%-60%,9,10,Female,3.0,White,5.0,2,3,0,2,22.98,1,1,2924,18.0,72800,60,55-64,No,,25000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,14.93,1,1,4997,42.0,72800,48,35-44,No,,85000.0,Denied
43,9,10,Female,2.0,Black or African American,5.0,2,3,0,2,16.67,1,1,2405,36.0,72800,47,<25,No,,85000.0,Denied
20%-<30%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,69.04,1,1,4955,46.0,72800,29,45-54,No,,55000.0,Denied
44,4,10,Male,2.0,White,5.0,2,3,0,2,19.0,1,1,5274,46.0,72800,29,25-34,No,,65000.0,Denied
50%-60%,4,10,Sex Not Available,3.0,White,5.0,2,3,0,2,22.98,1,1,2924,39.0,72800,60,45-54,No,,25000.0,Denied
20%-<30%,4,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,29.71,1,1,5708,41.0,72800,38,35-44,No,,25000.0,Denied
45,4,10,Male,2.0,Race Not Available,5.0,2,3,0,2,46.72,1,1,2044,49.0,72800,40,65-74,Yes,,55000.0,Denied
>60%,4,9,Joint,2.0,White,2.0,2,3,0,2,17.17,1,1,6570,17.0,72800,35,25-34,No,No,25000.0,Denied
>60%,4,9,Female,2.0,White,2.0,2,3,0,2,18.92,1,1,3609,48.0,72800,45,45-54,No,No,95000.0,Denied
50%-60%,4,10,Male,3.0,Race Not Available,5.0,2,3,0,2,18.92,1,1,3609,37.0,72800,45,45-54,No,,95000.0,Denied
>60%,1,10,Male,1.0,White,5.0,2,3,0,2,50.77,1,1,3498,19.0,72800,25,45-54,No,,75000.0,Denied
41,4,10,Female,2.0,White,5.0,2,3,0,2,18.92,1,1,3609,62.0,72800,45,45-54,No,,95000.0,Denied
43,4,10,Male,2.0,White,5.0,2,3,0,2,29.71,1,1,5708,36.0,72800,38,>74,Yes,,15000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,46.72,1,1,2044,37.0,72800,40,>74,Yes,,55000.0,Denied
>60%,4,10,Male,2.0,White,5.0,2,3,0,2,29.59,1,1,4008,52.0,72800,42,35-44,No,,65000.0,Denied
50%-60%,9,10,Male,2.0,White,5.0,2,3,0,2,42.31,1,1,3912,30.0,72800,41,<25,No,,45000.0,Denied
,9,9,Male,2.0,White,2.0,2,3,0,2,28.83,1,1,2511,,72800,53,25-34,No,No,55000.0,Denied
30%-<36%,4,9,Joint,2.0,White,2.0,2,3,0,2,22.77,1,1,1265,52.0,72800,37,25-34,No,No,45000.0,Denied
>60%,4,10,Male,2.0,White,5.0,2,3,0,2,18.92,1,1,3609,34.0,72800,45,<25,No,,45000.0,Denied
>60%,4,10,Male,1.0,Race Not Available,5.0,2,3,0,2,0.0,1,1,0,41.0,72800,0,35-44,No,,95000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,50.77,1,1,3498,32.0,72800,25,25-34,No,,105000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,42.31,1,1,3912,39.0,72800,41,<25,No,,45000.0,Denied
30%-<36%,9,10,Female,2.0,White,5.0,2,3,0,2,16.67,1,1,2405,41.0,72800,47,25-34,No,,55000.0,Denied
>60%,4,9,Joint,2.0,Black or African American,2.0,2,3,0,2,16.67,1,1,2405,54.0,72800,47,25-34,No,No,95000.0,Denied
40,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,43.0,72800,42,<25,No,,65000.0,Denied
50%-60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,0.0,1,1,0,64.0,72800,0,25-34,No,,235000.0,Denied
20%-<30%,4,10,Male,3.0,White,5.0,2,3,0,2,0.0,1,1,0,43.0,72800,0,25-34,No,,25000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,42.31,1,1,3912,29.0,72800,41,<25,No,,25000.0,Denied
>60%,4,10,Male,2.0,White,5.0,2,3,0,2,0.0,1,1,0,47.0,72800,0,35-44,No,,155000.0,Denied
20%-<30%,9,10,Female,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,36.0,72800,35,25-34,No,,15000.0,Denied
>60%,4,10,Female,3.0,Black or African American,5.0,2,3,0,2,18.92,1,1,3609,45.0,72800,45,45-54,No,,95000.0,Denied
49,4,10,Male,2.0,Asian,5.0,2,3,0,2,50.77,1,1,3498,31.0,72800,25,35-44,No,,65000.0,Denied
>60%,4,10,Male,2.0,White,5.0,2,3,0,2,46.72,1,1,2044,24.0,72800,40,>74,Yes,,55000.0,Denied
46,4,10,Female,2.0,White,5.0,2,3,0,2,22.77,1,1,1265,29.0,72800,37,45-54,No,,35000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,0.0,1,1,0,37.0,72800,0,45-54,No,,115000.0,Denied
30%-<36%,4,10,Male,2.0,American Indian or Alaska Native,5.0,2,3,0,2,19.32,1,4,2366,95.0,72800,23,35-44,No,,55000.0,Denied
45,4,9,Joint,2.0,White,2.0,2,3,0,2,19.0,1,1,5274,67.0,72800,29,25-34,No,No,75000.0,Denied
50%-60%,4,10,Male,1.0,Race Not Available,5.0,2,3,0,2,18.92,1,1,3609,41.0,72800,45,35-44,No,,75000.0,Denied
43,4,10,Female,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,42.0,72800,35,25-34,No,,25000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,39.0,72800,0,35-44,No,,105000.0,Denied
45,9,10,Female,2.0,White,5.0,2,3,0,2,19.32,1,1,2366,24.0,72800,23,25-34,No,,35000.0,Denied
50%-60%,9,10,Female,2.0,White,5.0,2,3,0,2,16.67,1,1,2405,37.0,72800,47,35-44,No,,115000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,0.0,1,1,0,38.0,72800,0,25-34,No,,105000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,45.0,72800,0,25-34,No,,75000.0,Denied
20%-<30%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,0.0,1,1,0,35.0,72800,0,25-34,No,,25000.0,Denied
20%-<30%,4,9,Joint,2.0,Joint,2.0,2,3,0,2,0.0,1,1,0,47.0,72800,0,<25,No,No,25000.0,Denied
50%-60%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,18.92,1,1,3609,39.0,72800,45,55-64,No,,45000.0,Denied
20%-<30%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,40.24,1,1,2557,30.0,72800,24,45-54,No,,15000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,62.0,72800,0,45-54,No,,45000.0,Denied
41,4,10,Male,2.0,White,5.0,2,3,0,2,0.0,1,1,0,87.0,72800,0,45-54,No,,95000.0,Denied
<20%,4,10,Female,2.0,White,5.0,2,3,0,2,19.0,1,1,5274,72.0,72800,29,45-54,No,,25000.0,Denied
>60%,4,10,Male,2.0,White,5.0,2,3,0,2,0.0,1,1,0,39.0,72800,0,<25,No,,115000.0,Denied
30%-<36%,4,10,Male,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,33.0,72800,35,<25,No,,15000.0,Denied
>60%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,42.31,1,1,3912,21.0,72800,41,45-54,No,,45000.0,Denied
45,9,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,34.0,72800,0,35-44,No,,65000.0,Denied
30%-<36%,4,10,Male,2.0,White,5.0,2,3,0,2,40.24,1,1,2557,60.0,72800,24,45-54,No,,15000.0,Denied
>60%,4,9,Female,1.0,White,1.0,2,3,0,2,40.24,1,1,2557,34.0,72800,24,<25,No,No,25000.0,Denied
,9,9,Joint,3.0,Joint,3.0,2,3,0,2,29.59,1,1,4008,,72800,42,25-34,No,No,45000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,16.67,1,1,2405,48.0,72800,47,35-44,No,,115000.0,Denied
20%-<30%,4,10,Male,1.0,White,5.0,2,3,0,2,0.0,1,1,0,103.0,72800,0,25-34,No,,45000.0,Denied
>60%,4,10,Female,3.0,Race Not Available,5.0,2,3,0,2,0.0,1,1,0,53.0,72800,0,45-54,No,,95000.0,Denied
30%-<36%,4,10,Female,3.0,Black or African American,5.0,2,3,0,2,17.17,1,1,6570,34.0,72800,35,25-34,No,,15000.0,Denied
49,4,10,Female,3.0,Race Not Available,5.0,2,3,0,2,16.67,1,1,2405,44.0,72800,47,55-64,No,,115000.0,Denied
20%-<30%,4,9,Joint,3.0,White,3.0,2,3,0,2,14.93,1,31,4997,102.0,72800,48,65-74,Yes,No,45000.0,Denied
20%-<30%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,50.0,72800,42,25-34,No,,45000.0,Denied
50%-60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,39.0,72800,42,45-54,No,,45000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,50.77,1,1,3498,41.0,72800,25,25-34,No,,105000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,31.0,72800,35,35-44,No,,25000.0,Denied
<20%,4,9,Joint,2.0,Joint,2.0,2,3,0,2,17.17,1,1,6570,90.0,72800,35,<25,No,No,15000.0,Denied
30%-<36%,4,9,Joint,2.0,White,2.0,2,3,0,2,14.93,1,32,4997,45.0,72800,48,55-64,Yes,Yes,45000.0,Denied
>60%,4,10,Sex Not Available,2.0,Black or African American,5.0,2,3,0,2,40.24,1,1,2557,28.0,72800,24,45-54,No,,45000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,57.06,1,1,7015,40.0,72800,26,25-34,No,,75000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,16.67,1,1,2405,45.0,72800,47,45-54,No,,105000.0,Denied
38,4,9,Joint,2.0,Joint,2.0,2,3,0,2,29.59,1,1,4008,71.0,72800,42,25-34,No,No,65000.0,Denied
>60%,4,10,Female,3.0,Black or African American,5.0,2,3,0,2,46.72,1,1,2044,36.0,72800,40,65-74,Yes,,105000.0,Denied
50%-60%,9,10,Male,2.0,White,5.0,2,3,0,2,28.83,1,1,2511,57.0,72800,53,35-44,No,,115000.0,Denied
,9,10,Female,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,,72800,42,45-54,No,,45000.0,Denied
>60%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,50.77,1,1,3498,70.0,72800,25,45-54,No,,65000.0,Denied
20%-<30%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,69.04,1,1,4955,48.0,72800,29,25-34,No,,25000.0,Denied
<20%,4,9,Female,2.0,White,2.0,2,3,0,2,17.17,1,1,6570,73.0,72800,35,25-34,No,No,15000.0,Denied
>60%,4,9,Joint,2.0,White,2.0,2,3,0,2,29.59,1,1,4008,3.0,72800,42,55-64,No,No,35000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,17.11,1,1,7844,75.0,72800,23,35-44,No,,115000.0,Denied
20%-<30%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,69.04,1,31,4955,46.0,72800,29,35-44,No,,25000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,19.0,1,1,5274,45.0,72800,29,55-64,No,,75000.0,Denied
50%-60%,4,10,Female,3.0,White,5.0,2,3,0,2,28.83,1,1,2511,32.0,72800,53,35-44,No,,45000.0,Denied
38,9,10,Female,3.0,Black or African American,5.0,2,3,0,2,22.98,1,1,2924,31.0,72800,60,<25,No,,35000.0,Denied
